InitiativeID,Impacted BU,Wave,OverAll Impact
SO.3.75,تقنية المعلومات في القطاع الصحي,الحزمة الثانية,25.000%
SO.3.75,الموارد البشرية في القطاع الصحي,الحزمة الثانية,25.000%
SO.3.76,الادارة العامة للحوكمة والمخاطر والإلتزام,الحزمة الأولى,80.000%
SO.3.76,مكتب الوزير,الحزمة الأولى,32.000%
SO.3.76,ادارة السياسات,الحزمة الأولى,20.000%
SO.3.76,الشؤون الهندسية والمرافق,الحزمة الأولى,14.000%
SO.3.76,ادارة البيانات,الحزمة الأولى,80.000%
SO.3.76,ادارة الامن السيبراني,الحزمة الأولى,80.000%
SO.3.76,الموارد البشرية,الحزمة الأولى,14.000%
SO.3.76,الإدارة العامة للأسلحة والذخيرة,الحزمة الأولى,60.000%
SO.3.76,المخاطر في ادارة العمليات - هيئة العمليات,الحزمة الأولى,60.000%
SO.3.76,الإدارة العامة للمناقصات والعقود,الحزمة الأولى,60.000%
so.3.8,مكتب وكيل الوزارة,الحزمة الصفرية,30.000%
SO.3.95,ادارة العمليات - هيئة الطيران,الحزمة الأولى,72.000%
SO.3.95,قاعدة طيرا ن الحرس الوطني,الحزمة الأولى,56.000%
SO.3.95,رئاسة هيئة الطيران,الحزمة الأولى,24.000%
SO.3.95,الإدارة العامة لشؤون الضباط,الحزمة الأولى,14.000%
SO.3.95,هيئة شؤون الافراد,الحزمة الأولى,14.000%
SO.3.99,هيئة القوة البشرية,الحزمة الثانية,38.000%
SO.3.99,هيئة العمليات,الحزمة الثانية,5.000%
SO.3.99,هيئة الخطط,الحزمة الثانية,5.000%
SO.4.1,إدارة الشؤون الاجتماعية والثقافية والرياضية,الحزمة الأولى,23.000%
SO.4.1,الموارد البشرية,الحزمة الأولى,9.000%
SO.4.1,هيئة التعليم والتدريب,الحزمة الأولى,9.000%
SO.4.1,الإدارة العامة للإرشاد والتوجيه,الحزمة الأولى,23.000%
SO.4.11,مركز الاتصال والإعلام,الحزمة الأولى,23.000%
SO.4.11,ادارة العلاقات العامة والاعلام - القطاع الصحي,الحزمة الأولى,23.000%
SO.4.11,إدارة الشؤون الاجتماعية والثقافية والرياضية,الحزمة الأولى,23.000%
SO.4.11,الموارد البشرية في القطاع الصحي,الحزمة الأولى,12.000%
SO.4.11,الموارد البشرية,الحزمة الأولى,12.000%
SO.4.11,ادارة خدمات القوى البشرية - القطاع الصحي,الحزمة الأولى,12.000%
SO.4.22,مركز الاتصال والإعلام,الحزمة الأولى,19.000%
SO.4.22,إدارة الشؤون الاجتماعية والثقافية والرياضية,الحزمة الأولى,19.000%
SO.4.22,الموارد البشرية,الحزمة الأولى,13.000%
SO.4.22,الإدارة العامة لشؤون الضباط,الحزمة الأولى,13.000%
SO.4.22,هيئة شؤون الافراد,الحزمة الأولى,13.000%
SO.4.4,ادارة عمليات الموارد البشرية,الحزمة الثانية,55.000%
SO.4.4,ادارة التواصل المؤسسي - القطاع الصحي,الحزمة الثانية,8.000%
SO.4.9,شؤون المشاريع للبنى التحتية - الشؤون الهندسية والمرافق,الحزمة الأولى,39.000%
SO.4.9,الإدارة العامة للدراسات والتصاميم - الشؤون الفنية,الحزمة الأولى,33.000%
SO.4.9,ادارة المشاريع - وكالة الشؤون الفنية,الحزمة الأولى,33.000%
SO.4.9,مكتب ادارة المشاريع المؤسسي,الحزمة الأولى,29.000%
SO.5.1,مراكز التميز,الحزمة الثانية,56.000%
SO.5.1,الادارة الطبية - يجب التاكد من الارتباط,الحزمة الثانية,9.000%
SO.5.1,جميع المدن الطبية,الحزمة الثانية,9.000%
SO.5.1,الموارد البشرية في القطاع الصحي,الحزمة الثانية,9.000%
SO.5.1,ادارة السياسات - القطاع الصحي,الحزمة الثانية,4.000%
SO.5.1,ادارة التواصل المؤسسي - القطاع الصحي,الحزمة الثانية,4.000%
SO.5.4,ادارة التنظيم والتسليح - هيئة العمليات,الحزمة الصفرية,55.000%
SO.5.4,إدارة الخطط والعمليات - هيئة العمليات,الحزمة الصفرية,55.000%
SO.5.4,وكالة شؤون المشاريع,الحزمة الصفرية,55.000%
SO.5.4,الإدارة العامة للأسلحة والذخيرة,الحزمة الصفرية,55.000%
SO.5.4,ادارة الدراسات والمعلومات,الحزمة الصفرية,55.000%
SO.5.5,الإدارة العامة العسكرية للمشتريات,الحزمة الصفرية,55.000%
SO.5.5,وكالة شؤون المشاريع,الحزمة الصفرية,55.000%
SO.5.5,الشؤون القانونية,الحزمة الصفرية,55.000%
SO.5.5,مكتب الوزير,الحزمة الصفرية,25.000%
SO.5.5,مكتب رئيس الجهاز العسكري,الحزمة الصفرية,25.000%
SO.5.7,وكالة شؤون المشاريع,الحزمة الصفرية,45.000%
SO.5.7,مكتب رئيس الجهاز العسكري,الحزمة الصفرية,50.000%
SO.5.7,إدارة الخطط والعمليات - هيئة العمليات,الحزمة الصفرية,45.000%
SO.5.7,الإدارة العامة العسكرية للمشتريات,الحزمة الصفرية,25.000%
SO.5.7,إدارة الخطط والعمليات,الحزمة الصفرية,25.000%
SO.5.7,إدارة العمليات,الحزمة الصفرية,25.000%
SO.5.7,مكتب الوزير,الحزمة الصفرية,35.000%
SO.6.20,مكتب رئيس الجهاز العسكري,الحزمة الصفرية,31.600%
SO.6.20,هيئة العمليات,الحزمة الصفرية,36.600%
SO.6.20,هيئة الامداد والتموين,الحزمة الصفرية,31.600%
SO.6.20,هيئة الطيران,الحزمة الصفرية,31.600%
SO.6.20,هيئة التعليم والتدريب,الحزمة الصفرية,31.600%
SO.6.20,هيئة شؤون الافراد,الحزمة الصفرية,31.600%
SO.6.20,هيئة الاستخبارات,الحزمة الصفرية,31.600%
SO.6.20,الإدارة العامة لشؤون الضباط,الحزمة الصفرية,31.600%
SO.6.21,القيادة الشرقية,الحزمة الأولى,68.000%
SO.6.21,القيادة الغربية,الحزمة الأولى,68.000%
SO.6.21,سلاح الاشارة,الحزمة الأولى,18.000%
SO.6.21,هيئة العمليات,الحزمة الأولى,18.000%
SO.6.21,هيئة الاستخبارات,الحزمة الأولى,18.000%
SO.6.21,هيئة الامداد والتموين,الحزمة الأولى,18.000%
SO.6.21,هيئة شؤون الافراد,الحزمة الأولى,18.000%
SO.6.21,الإدارة العامة لشؤون الضباط,الحزمة الأولى,18.000%
SO.6.21,هيئة التعليم والتدريب,الحزمة الأولى,18.000%
SO.6.21,لواء الملك عبدالله,الحزمة الأولى,64.000%
SO.6.21,لواء الملك عبدالعزيز,الحزمة الأولى,64.000%
SO.6.21,مكتب رئيس الجهاز العسكري,الحزمة الأولى,40.000%
so.6.23,مكتب رئيس الجهاز العسكري,الحزمة الصفرية,38.000%
so.6.23,رئاسة هيئة العمليات,الحزمة الصفرية,70.000%
so.6.23,قيادة الشرطة العسكرية,الحزمة الصفرية,70.000%
so.6.23,قيادة المدفعية والدفاع الجوي,الحزمة الصفرية,70.000%
so.6.23,قيادة الطب العسكري الميداني,الحزمة الصفرية,70.000%
so.6.23,قيادة مدارس الحرس الوطني العسكرية,الحزمة الصفرية,70.000%
so.6.23,قاعدة اسناد التدريب والعقيدة العسكرية,الحزمة الصفرية,70.000%
so.6.23,قيادة سلاح الإشارة,الحزمة الصفرية,70.000%
so.6.23,كتيبة هندسة القتال الأولى,الحزمة الصفرية,70.000%
so.6.23,رئاسة هيئة التعليم والتدريب,الحزمة الصفرية,70.000%
so.6.23,رئاسة هيئة الامداد والتموين,الحزمة الصفرية,70.000%
so.6.23,رئاسة هيئة الإستخبارات,الحزمة الصفرية,70.000%
so.6.23,رئاسة هيئة الطيران,الحزمة الصفرية,70.000%
so.6.23,رئاسة هيئة شؤون الافراد,الحزمة الصفرية,70.000%
SO.6.25,مكتب نائب رئيس الجهاز العسكري,الحزمة الثانية,19.000%
SO.6.25,قيادة المناورة,الحزمة الثانية,80.000%
SO.6.25,مكتب رئيس الجهاز العسكري,الحزمة الثانية,17.000%
SO.6.25,هيئة العمليات,الحزمة الثانية,9.000%
SO.6.25,هيئة القوة البشرية,الحزمة الثانية,6.000%
SO.6.25,تطوير القوات والقدرات,الحزمة الثانية,11.000%
SO.6.26,وكالة الشؤون الفنية,الحزمة الأولى,18.000%
SO.6.26,هيئة العمليات,الحزمة الأولى,38.000%
SO.6.26,قيادة اسناد القتال,الحزمة الأولى,100.000%
SO.6.26,هيئة الاستخبارات,الحزمة الأولى,38.000%
SO.6.26,سلاح الاشارة,الحزمة الأولى,32.000%
SO.6.26,الإدارة العامة لشؤون الضباط,الحزمة الأولى,14.000%
SO.6.26,هيئة شؤون الافراد,الحزمة الأولى,14.000%
SO.6.26,هيئة الطيران,الحزمة الأولى,14.000%
SO.6.26,هيئة الامداد والتموين,الحزمة الأولى,14.000%
SO.6.26,مكتب نائب رئيس الجهاز العسكري,الحزمة الأولى,50.000%
SO.6.26,هيئة التعليم والتدريب,الحزمة الأولى,22.000%
SO.6.27,قيادة اسناد القتال,الحزمة الأولى,48.000%
SO.6.27,قيادة خدمات اسناد القتال,الحزمة الأولى,100.000%
SO.6.27,هيئة العمليات,الحزمة الأولى,20.000%
SO.6.27,الإدارة العامة لشؤون الضباط,الحزمة الأولى,14.000%
SO.6.27,هيئة شؤون الافراد,الحزمة الأولى,14.000%
SO.6.27,وكالة الشؤون الفنية,الحزمة الأولى,18.000%
SO.6.3,هيئة العمليات,الحزمة الأولى,38.000%
SO.6.3,ادارة مراكز الرعاية الاولية,الحزمة الأولى,18.000%
SO.6.3,القيادة الوسطى,الحزمة الأولى,18.000%
SO.6.3,القيادة الشرقية,الحزمة الأولى,18.000%
SO.6.3,القيادة الغربية,الحزمة الأولى,18.000%
SO.6.3,قيادة الطب العسكري الميداني,الحزمة الأولى,50.000%
SO.6.30,هيئة العمليات,الحزمة الثالثة,34.000%
SO.6.30,هيئة الخطط,الحزمة الثالثة,34.000%
SO.6.30,هيئة الامداد والتموين,الحزمة الثالثة,34.000%
SO.6.30,هيئة الاستخبارات,الحزمة الثالثة,34.000%
SO.6.30,القيادة الوسطى,الحزمة الثالثة,34.000%
SO.6.30,القيادة الشرقية,الحزمة الثالثة,34.000%
SO.6.30,القيادة الغربية,الحزمة الثالثة,34.000%
SO.6.30,هيئة الطيران,الحزمة الثالثة,34.000%
SO.6.30,اسناد القتل,الحزمة الثالثة,34.000%
SO.6.30,ادارة تكامل القدرات,الحزمة الثالثة,34.000%
SO.6.30,تطوير القوات والقدرات,الحزمة الثالثة,34.000%
SO.6.30,خدمات اسناد القتال,الحزمة الثالثة,34.000%
SO.6.30,مكتب رئيس الجهاز العسكري,الحزمة الثالثة,18.000%
SO.6.30,مكتب نائب رئيس الجهاز العسكري,الحزمة الثالثة,18.000%
SO.6.31,هيئة العمليات,الحزمة الأولى,42.000%
SO.6.31,هيئة الاستخبارات,الحزمة الأولى,38.000%
SO.6.31,مكتب نائب رئيس الجهاز العسكري,الحزمة الأولى,22.000%
SO.6.31,مكتب رئيس الجهاز العسكري,الحزمة الأولى,16.000%
SO.6.33,ادارة تكامل القدرات,الحزمة الأولى,90.000%
SO.6.33,وكالة شؤون المشاريع,الحزمة الأولى,14.000%
SO.6.33,هيئة العمليات,الحزمة الأولى,39.000%
SO.6.33,سلاح الاشارة,الحزمة الأولى,24.000%
SO.6.33,الإدارة العامة لشؤون الضباط,الحزمة الأولى,14.000%
SO.6.33,هيئة شؤون الافراد,الحزمة الأولى,14.000%
SO.6.33,هيئة التعليم والتدريب,الحزمة الأولى,20.000%
SO.6.33,مكتب نائب رئيس الجهاز العسكري,الحزمة الأولى,59.000%
SO.6.33,مكتب رئيس الجهاز العسكري,الحزمة الأولى,18.000%
SO.6.4,ادارة العمليات - الطب العسكري الميداني,الحزمة الثانية,10.000%
SO.6.4,ادارة التدريب - الطب العسكري الميداني,الحزمة الثانية,10.000%
SO.6.4,قيادة الطب العسكري الميداني,الحزمة الثانية,22.000%
SO.6.4,قيادة الطب العسكري الميداني,الحزمة الثانية,17.000%
SO.6.4,ادارة الاستراتيجية والعقيدة - الطب العسكري الميداني,الحزمة الثانية,18.000%
SO.6.4,ادارة الموارد البشرية - الطب العسكري الميداني,الحزمة الثانية,13.000%
SO.6.5,ادارة الاستراتيجية والعقيدة - الطب العسكري الميداني,الحزمة الأولى,53.000%
SO.6.5,ادارة التدريب - الطب العسكري الميداني,الحزمة الأولى,38.000%
SO.6.5,ادارة التموين والخدمات اللوجستية - الطب العسكري الميداني,الحزمة الأولى,38.000%
SO.6.5,ادارة العمليات - الطب العسكري الميداني,الحزمة الأولى,38.000%
SO.6.5,ادارة الموارد البشرية - الطب العسكري الميداني,الحزمة الأولى,58.000%
SO.6.5,مكتب CEO,الحزمة الأولى,12.000%
SO.6.5,ادارة شؤون العسكريين - القطاع الصحي,الحزمة الأولى,24.000%
SO.6.5,قيادة الطب العسكري الميداني,الحزمة الأولى,58.000%
SO.6.50,قيادة خدمات اسناد القتال,الحزمة الأولى,72.000%
SO.6.50,قيادة اسناد المعدات والتموين,الحزمة الأولى,100.000%
SO.6.50,قاعدة الامداد والتموين في الرياض,الحزمة الأولى,34.000%
SO.6.50,قاعدة الإمداد والتموين بالقطاع الشرقي,الحزمة الأولى,34.000%
SO.6.50,قاعدة الإمداد والتموين في القطاع الغربي,الحزمة الأولى,34.000%
SO.6.50,سلاح النقل,الحزمة الأولى,34.000%
SO.6.50,هيئة الامداد والتموين,الحزمة الأولى,28.000%
SO.6.50,الإدارة العامة لشؤون الضباط,الحزمة الأولى,14.000%
SO.6.50,هيئة شؤون الافراد,الحزمة الأولى,14.000%
SO.6.50,هيئة العمليات,الحزمة الأولى,22.000%
SO.6.50,وكالة الشؤون الفنية,الحزمة الأولى,22.000%
SO.6.51,هيئة العمليات,الحزمة الثانية,34.000%
SO.6.51,هيئة الامداد والتموين,الحزمة الثانية,19.000%
SO.6.51,مكتب رئيس الجهاز العسكري,الحزمة الثانية,8.000%
SO.6.51,مكتب نائب رئيس الجهاز العسكري,الحزمة الثانية,8.000%
SO.6.6,مكتب الوزير,الحزمة الثالثة,5.000%
SO.6.6,الشؤون القانونية,الحزمة الثالثة,11.000%
SO.6.6,مكتب رئيس الجهاز العسكري,الحزمة الثالثة,5.000%
SO.6.6,مكتب وكيل الوزارة,الحزمة الثالثة,5.000%
SO.6.6,مكتب CEO,الحزمة الثالثة,5.000%
SO.6.6,مكتب نائب الوزير,الحزمة الثالثة,5.000%
SO.6.6,ادارة السياسات,الحزمة الثالثة,8.000%
SO.6.7,الادارة العامة للمراجعة الداخلية,الحزمة الأولى,80.000%
SO.6.7,مكتب الوزير,الحزمة الأولى,32.000%
SO.6.7,ادارة السياسات,الحزمة الأولى,18.000%
SO.6.7,الموارد البشرية,الحزمة الأولى,8.000%
SO.6.7,الإدارة المالية,الحزمة الأولى,8.000%
SO.6.7,الاصول والممتلكات - الشؤون الهندسية والمرافق,الحزمة الأولى,12.000%
SO.6.7,المراجعة الداخلية في المقر الرئيسي بالمنطقة الوسطى,الحزمة الأولى,60.000%
SO.6.7,المراجعة الداخلية في المقر الرئيسي بالمنطقة الشرقية,الحزمة الأولى,60.000%
SO.6.7,المراجعة الداخلية في المقر الرئيسي بالمنطقة الغربية,الحزمة الأولى,60.000%
SO.6.7,التحقق والتدقيق في الشؤون المالية ,الحزمة الأولى,60.000%
SO.6.7,المراجعة والمتابعة في إدارة المشتريات,الحزمة الأولى,60.000%
SO.6.7,المراجعة الداخلية في الشؤون الصحية بالمنطقة الوسطى ,الحزمة الأولى,60.000%
SO.6.7,المراجعة الداخلية في الشؤون الصحية بالمنطقة الشرقية ,الحزمة الأولى,60.000%
SO.6.7,المراجعة الداخلية في الشؤون الصحية بالمنطقة الغربية ,الحزمة الأولى,60.000%
SO.6.7,المراجعة الداخلية في كلية الملك خالد العسكرية ,الحزمة الأولى,60.000%
SO.6.7,المراجعة الداخلية في المدراس العسكرية,الحزمة الأولى,60.000%
SO.6.7,المراجعة الداخلية في جامعة الملك سعود بن عبد العزيز للعلوم الصحية ,الحزمة الأولى,60.000%
SO.6.7,المراجعة الداخلية في كلية الملك عبدالله للقيادة والأركان,الحزمة الأولى,60.000%
SO.7.1,التحليل الاستراتيجي,الحزمة الأولى,39.000%
SO.7.1,مكتب رئيس الجهاز العسكري,الحزمة الأولى,39.000%
SO.7.1,مكتب وكيل الوزارة,الحزمة الأولى,39.000%
SO.7.2,الإدارة العامة للمراجعة الداخلية,الحزمة الثانية,24.000%
SO.7.2,الادارة العامة للحوكمة والمخاطر والإلتزام,الحزمة الثانية,25.000%
SO.7.2,ادارة السياسات,الحزمة الثانية,11.000%
SO.7.2,الموارد البشرية,الحزمة الثانية,19.000%
SO.7.2,مكتب رئيس الجهاز العسكري,الحزمة الثانية,7.000%
SO.7.2,مكتب نائب الوزير,الحزمة الثانية,7.000%
SO.7.2,مكتب وكيل الوزارة,الحزمة الثانية,7.000%
SO.7.2,مكتب الوزير,الحزمة الثانية,8.000%
SO.7.4,القيادة الوسطى,الحزمة الثالثة,62.000%
SO.7.4,القيادة الغربية,الحزمة الثالثة,62.000%
SO.7.4,القيادة الشرقية,الحزمة الثالثة,62.000%
SO.7.4,مكتب رئيس الجهاز العسكري,الحزمة الثالثة,6.000%
SO.7.4,هيئة الاتصالات,الحزمة الثالثة,8.000%
SO.7.4,هيئة التعليم والتدريب,الحزمة الثالثة,8.000%
SO.7.5,هيئة الخطط,الحزمة الثانية,26.000%
SO.7.5,هيئة العمليات,الحزمة الثانية,26.000%
SO.7.5,مكتب رئيس الجهاز العسكري,الحزمة الثانية,9.000%
SO.7.5,مكتب نائب رئيس الجهاز العسكري,الحزمة الثانية,9.000%
SO.7.6,هيئة التعليم والتدريب,الحزمة الثالثة,24.000%
SO.7.6,هيئة الخطط,الحزمة الثالثة,9.000%
SO.7.6,مكتب رئيس الجهاز العسكري,الحزمة الثالثة,6.000%
SO.7.7,وكالة شؤون المشاريع,الحزمة الثالثة,32.000%
SO.7.7,المشتريات والتسليح,الحزمة الثالثة,34.000%
SO.7.7,تطوير القوات والقدرات,الحزمة الثالثة,34.000%
SO.7.7,هيئة العمليات,الحزمة الثالثة,10.000%
SO.7.7,مكتب رئيس الجهاز العسكري,الحزمة الثالثة,6.000%
SO.8.1,قيادة الطب العسكري الميداني,الحزمة الثالثة,20.000%
SO.8.1,ادارة الموارد البشرية - الطب العسكري الميداني,الحزمة الثالثة,8.000%
SO.8.1,البحث والتطوير - الشؤون الصحية,الحزمة الثالثة,42.000%
SO.8.1,الاستراتيجية والعقيدة - ادارة اللجان,الحزمة الثالثة,8.000%
SO.8.1,ادارة شؤون العسكريين - القطاع الصحي,الحزمة الثالثة,13.000%
SO.8.1,ادارة التموين والخدمات اللوجستية - الطب العسكري الميداني,الحزمة الثالثة,10.000%
SO.8.1,مركز ابحاث KAIMRC,الحزمة الثالثة,20.000%
SO.8.10,التميز والجودة السريرية,الحزمة الثانية,32.000%
SO.8.10,تقنية المعلومات في القطاع الصحي,الحزمة الثانية,5.000%
SO.8.10,ادارة السياسات - القطاع الصحي,الحزمة الثانية,4.000%
SO.8.10,الشؤون الاستراتيجية - القطاع الصحي,الحزمة الثانية,4.000%
SO.8.10,ادارة مراكز الرعاية الاولية,الحزمة الثانية,10.000%
SO.8.10,جميع المستشفيات,الحزمة الثانية,10.000%
SO.8.10,ادارة الرعاية الصحية,الحزمة الثانية,18.000%
SO.8.10,صحة المستفيدين,الحزمة الثانية,18.000%
SO.8.10,ادارة التواصل المؤسسي - القطاع الصحي,الحزمة الثانية,21.000%
SO.8.100,الموارد البشرية في القطاع الصحي,الحزمة الثانية,18.000%
SO.8.100,الشؤون التنظيمية والتخطيط,الحزمة الثانية,9.000%
SO.8.100,جميع المستشفيات,الحزمة الثانية,8.000%
SO.8.100,ادارة مراكز الرعاية الاولية,الحزمة الثانية,8.000%
SO.8.100,مكتب CEO,الحزمة الثانية,4.000%
SO.8.100,مكتب COO,الحزمة الثانية,4.000%
SO.8.100,مكتب CMO,الحزمة الثانية,4.000%
SO.8.100,ادارة السياسات - القطاع الصحي,الحزمة الثانية,6.000%
SO.8.11,ادارة مواهب الموارد البشرية في القطاع الصحي,الحزمة الثالثة,19.000%
SO.8.11,ادارة تخطيط الموارد البشرية في القطاع الصحي,الحزمة الثالثة,12.000%
SO.8.11,ادارة الجودة - القطاع الصحي,الحزمة الثالثة,11.000%
SO.8.11,ادارة العقود والخدمات اللوجستية,الحزمة الثالثة,5.000%
SO.8.12,ادارة السجلات الطبية,الحزمة الأولى,60.000%
SO.8.12,ادارة الاداء الاكلينيكي و الابتكار,الحزمة الأولى,60.000%
SO.8.12,الموارد البشرية في القطاع الصحي,الحزمة الأولى,9.000%
SO.8.12,الادارة المالية في القطاع الصحي,الحزمة الأولى,9.000%
SO.8.12,"ادارات القطاعات - الوسطى , الشرقية , الغربية",الحزمة الأولى,55.000%
SO.8.12,مكتب CMO,الحزمة الأولى,9.000%
SO.8.12,ادارة السياسات - القطاع الصحي,الحزمة الأولى,14.000%
SO.8.14,الشؤون التنظيمية والتخطيط,الحزمة الثالثة,36.000%
SO.8.14,تقنية المعلومات في القطاع الصحي,الحزمة الثالثة,9.000%
SO.8.14,الموارد البشرية في القطاع الصحي,الحزمة الثالثة,9.000%
SO.8.14,الشؤون الاستراتيجية - القطاع الصحي,الحزمة الثالثة,4.000%
SO.8.14,الادارة المالية في القطاع الصحي,الحزمة الثالثة,44.000%
SO.8.143,ادارة الاداء الاكلينيكي و الابتكار,الحزمة الثانية,28.000%
SO.8.143,ادارة مراكز الرعاية الاولية,الحزمة الثانية,28.000%
SO.8.143,الموارد البشرية في القطاع الصحي,الحزمة الثانية,7.000%
SO.8.143,مكتب COO,الحزمة الثانية,5.000%
SO.8.143,مكتب CMO,الحزمة الثانية,5.000%
SO.8.143,صحة المستفيدين,الحزمة الثانية,10.000%
SO.8.143,الادارة الطبية - يجب التاكد من الارتباط,الحزمة الثانية,10.000%
SO.8.144,ادارة العلاقات العامة والاعلام - القطاع الصحي,الحزمة الثالثة,9.000%
SO.8.144,ادارة مراكز الرعاية الاولية,الحزمة الثالثة,17.000%
SO.8.144,الشؤون الاستراتيجية - القطاع الصحي,الحزمة الثالثة,5.000%
SO.8.144,ادارة الرعاية الصحية,الحزمة الثالثة,4.000%
SO.8.145.1 ,ادارة الرعاية الصحية,الحزمة الثانية,16.000%
SO.8.145.1 ,ادارة مراكز الرعاية الاولية,الحزمة الثانية,16.000%
SO.8.145.1 ,جميع المستشفيات,الحزمة الثانية,16.000%
SO.8.145.1 ,صحة المستفيدين,الحزمة الثانية,16.000%
SO.8.145.2,مكتب رئيس الجهاز العسكري,الحزمة الثالثة,4.000%
SO.8.145.2,هيئة العمليات,الحزمة الثالثة,22.000%
SO.8.145.2,هيئة الخطط,الحزمة الثالثة,22.000%
SO.8.145.2,قيادة اسناد القتال,الحزمة الثالثة,8.000%
SO.8.145.2,هيئة التعليم والتدريب,الحزمة الثالثة,8.000%
SO.8.145.2,هيئة الاتصالات,الحزمة الثالثة,8.000%
SO.8.145.2,قيادة الطب العسكري الميداني,الحزمة الثالثة,17.000%
SO.8.145.2,تقنية المعلومات في القطاع الصحي,الحزمة الثالثة,11.000%
SO.8.145.2,ادارة التدريب - الطب العسكري الميداني,الحزمة الثالثة,14.000%
SO.8.145.2,هيئة الاستخبارات,الحزمة الثالثة,20.000%
SO.8.145.2,ادارة شؤون العسكريين - القطاع الصحي,الحزمة الثالثة,9.000%
SO.8.145.2,الشؤون الاستراتيجية - القطاع الصحي,الحزمة الثالثة,8.000%
SO.8.146,ادارة مراكز الرعاية الاولية,الحزمة الثانية,13.000%
SO.8.146,ادارة المشاريع - القطاع الصحي,الحزمة الثانية,8.000%
SO.8.146,ادارة المرافق - القطاع الصحي,الحزمة الثانية,9.000%
SO.8.147,الشؤون الاستراتيجية - القطاع الصحي,الحزمة الأولى,31.000%
SO.8.147,ادارة السياسات - القطاع الصحي,الحزمة الأولى,31.000%
SO.8.147,ادارة العلاقات العامة والاعلام - القطاع الصحي,الحزمة الأولى,14.000%
SO.8.147,ادارة المشاريع - القطاع الصحي,الحزمة الأولى,14.000%
SO.8.147,تقنية المعلومات في القطاع الصحي,الحزمة الأولى,39.000%
SO.8.147,ادارة خدمات القوى البشرية - القطاع الصحي,الحزمة الأولى,14.000%
SO.8.147,الموارد البشرية في القطاع الصحي,الحزمة الأولى,14.000%
SO.8.15,الشؤون الاستراتيجية - القطاع الصحي,الحزمة الثالثة,16.000%
SO.8.15,ادارة تجربة المريض,الحزمة الثالثة,16.000%
SO.8.15,ادارة الاداء الاكلينيكي و الابتكار,الحزمة الثالثة,28.000%
SO.8.15,مكتب COO,الحزمة الثالثة,5.000%
SO.8.15,جميع المستشفيات,الحزمة الثالثة,20.000%
SO.8.15,جميع المدن الطبية,الحزمة الثالثة,20.000%
SO.8.15,مكتب CMO,الحزمة الثالثة,5.000%
SO.8.17,تقنية المعلومات في القطاع الصحي,الحزمة الثالثة,22.000%
SO.8.17,الموارد البشرية في القطاع الصحي,الحزمة الثالثة,28.000%
SO.8.17,صحة المستفيدين,الحزمة الثالثة,28.000%
SO.8.17,الادارة المالية في القطاع الصحي,الحزمة الثالثة,26.000%
SO.8.19,ادارة تجربة المريض,الحزمة الثالثة,32.000%
SO.8.19,ادارة الجودة - القطاع الصحي,الحزمة الثالثة,5.000%
SO.8.19,المراجعة الداخلية - القطاع الصحي,الحزمة الثالثة,3.000%
SO.8.2,ادارة المشاريع - القطاع الصحي,الحزمة الأولى,25.000%
SO.8.2,ادارة المرافق - القطاع الصحي,الحزمة الأولى,24.000%
SO.8.2,ادارة العقود والخدمات اللوجستية,الحزمة الأولى,14.000%
SO.8.2,مكتب COO,الحزمة الأولى,9.000%
so.8.20,الشؤون التنظيمية والتخطيط,الحزمة الصفرية,34.000%
so.8.20,ادارة العقود والخدمات اللوجستية,الحزمة الصفرية,34.000%
so.8.20,مكتب CEO,الحزمة الصفرية,12.000%
so.8.20,مكتب COO,الحزمة الصفرية,12.000%
so.8.20,مكتب CMO,الحزمة الصفرية,12.000%
so.8.20,تقنية المعلومات في القطاع الصحي,الحزمة الصفرية,22.000%
so.8.20,الموارد البشرية في القطاع الصحي,الحزمة الصفرية,22.000%
SO.8.21,الشؤون الاستراتيجية - القطاع الصحي,الحزمة الأولى,19.000%
SO.8.21,تطوير الاعمال والنوادي الاجتماعية - القطاع الصحي,الحزمة الأولى,19.000%
SO.8.21,الادارة المالية في القطاع الصحي,الحزمة الأولى,19.000%
SO.8.21,الادارة الطبية - يجب التاكد من الارتباط,الحزمة الأولى,30.000%
SO.8.21,ادارات الطب التلطيفي في جميع المستشفيات,الحزمة الأولى,30.000%
SO.8.21,الادارة القانونية - القطاع الصحي,الحزمة الأولى,19.000%
SO.8.21,الشؤون التنظيمية والتخطيط,الحزمة الأولى,19.000%
SO.8.21,ادارة الجودة - القطاع الصحي,الحزمة الأولى,19.000%
SO.8.21,مكتب مدير القطاع الشرقي - القطاع الصحي,الحزمة الأولى,14.000%
SO.8.21,مكتب مدير القطاع الغربي - القطاع الصحي,الحزمة الأولى,14.000%
SO.8.21,مكتب مدير القطاع الوسطى - القطاع الصحي,الحزمة الأولى,14.000%
SO.8.21,مكتب COO,الحزمة الأولى,11.000%
SO.8.21,مكتب CEO,الحزمة الأولى,11.000%
SO.8.21,مكتب CMO,الحزمة الأولى,9.000%
SO.8.22,ادارة الاسرة - Bed Management,الحزمة الأولى,50.000%
SO.8.22,جميع مستشفيات القطاع الصحي,الحزمة الأولى,29.000%
SO.8.22,مكتب COO,الحزمة الأولى,11.000%
SO.8.22,مكتب CMO,الحزمة الأولى,11.000%
SO.8.22,الشؤون التنظيمية والتخطيط,الحزمة الأولى,19.000%
so.8.23,الشؤون التنظيمية والتخطيط,الحزمة الصفرية,34.000%
